name;id;image;searched on twitter;twitter image;twitter;twitter description;Bestätigt
Maria Gemma Araujo Morales;Q14085404;http://commons.wikimedia.org/wiki/Special:FilePath/Gemma%20Araujo%2C%20alcaldesa%20de%20La%20L%C3%ADnea%20%282014%29.JPG;FALSCH;;gemmaraujo;;WAHR
Genís Boadella Esteve;Q63147924;;FALSCH;;GenisBoadella;;WAHR
Georgina Trías Gil;Q74579107;;FALSCH;;georgina_vox;;WAHR
Gerard Álvarez i Garcia;Q63140579;http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20%C3%81lvarez%20i%20Garcia.jpg;FALSCH;;GerardAlv7;;WAHR
Germán Renau Martínez;Q66663492;;FALSCH;;germanrenau;;WAHR
Gloria Elizo;Q22081467;http://commons.wikimedia.org/wiki/Special:FilePath/Mar%C3%ADa%20Gloria%20Elizo%20Serrano.jpg;FALSCH;;GloriaElizo;;WAHR
Guillermo Mariscal Anaya;Q27755671;http://commons.wikimedia.org/wiki/Special:FilePath/%28Guillermo%20Mariscal%29%20Casado%20anta%20la%20prensa%20congreso%20PP%202018%20%28cropped%29.jpg;FALSCH;;gmariscalanaya;;WAHR
Alfonso Rodríguez Gómez de Celis;Q5667136;http://commons.wikimedia.org/wiki/Special:FilePath/Alfonso%20Rodr%C3%ADguez%20G%C3%B3mez%20de%20Celis%20%28cropped%29.jpg;FALSCH;;gomezdcelis;;WAHR
Mariana de Gracia Canales Duque;Q66663395;;FALSCH;;Graciacanales3;;WAHR
Guillermo Díaz Gómez;Q27756547;;FALSCH;;GuillermoLugosi;;WAHR
Guillermo Meijón;Q20535078;http://commons.wikimedia.org/wiki/Special:FilePath/Guillermo%20Antonio%20Meij%C3%B3n%20Couselo.jpg;FALSCH;;guillermomeijon;;WAHR
Héctor Illueca Ballester ;Q64166732;http://commons.wikimedia.org/wiki/Special:FilePath/%28H%C3%A9ctor%20Illueca%29%20Cursos%20de%20Verano%20de%20la%20Universidad%20Complutense.%20Espa%C3%B1a%2C%20la%20Uni%C3%B3n%20Europea%20y%20el%20Estado%20social%20%28cropped%29.jpg;FALSCH;;Hector_Illueca_;;WAHR
Héctor Gómez Hernández;Q66663427;http://commons.wikimedia.org/wiki/Special:FilePath/H%C3%A9ctor%20G%C3%B3mez%20Hernandez%20Congreso%20septiembre%202021.jpg;FALSCH;;Hectorgomezh;;WAHR
Sofia Hernanz Costa;Q20877108;http://commons.wikimedia.org/wiki/Special:FilePath/%28Sofia%20Hern%C3%A1nz%29%20P%C3%A9dro%20S%C3%A1nchez%20primera%20sesion%20control.jpg;FALSCH;;Hernanzsofia;;WAHR
José Alberto Herrero Bono;Q27755608;http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Alberto%20Herrero%20Bono%20%282021%29%20%28cropped%29.jpg;FALSCH;;herrerobono;;WAHR
Pablo Hispán Iglesias de Ussel;Q81764991;;FALSCH;;HispanPablo;;WAHR
Idoia Sagastizabal Unzetabarrenetxea;Q27999264;;FALSCH;;Idosagasti;;WAHR
Íñigo Errejón;Q17045132;http://commons.wikimedia.org/wiki/Special:FilePath/10N2019%20%C3%8D%C3%B1igo%20Errej%C3%B3n%20%28cropped%29.jpg;FALSCH;;ierrejon;;WAHR
Isidro Manuel Martínez Oblanca;Q27755637;http://commons.wikimedia.org/wiki/Special:FilePath/Isidro%20Oblanca%20%2812%20m%2039%20s%29.png;FALSCH;;imoblanca;;WAHR
Indalecio Gutiérrez;Q83978919;;FALSCH;;indasalinas;;WAHR
Indalecio Gutiérrez;Q83978919;;FALSCH;;indasalinas;;WAHR
Inés Arrimadas;Q13786674;http://commons.wikimedia.org/wiki/Special:FilePath/Dobles%20grados%20de%20las%20facultades%20de%20Derecho%20y%20Empresariales%20%2834543100771%29%20%28cropped%202%29.jpg;FALSCH;;InesArrimadas;;WAHR
Inés María Cañizares Pacheco;Q74579128;;FALSCH;;InesCanizares;;WAHR
Inés Granollers i Cunillera;Q63372854;;FALSCH;;InesGranollers;;WAHR
Íñigo Barandiaran Benito;Q27755741;http://commons.wikimedia.org/wiki/Special:FilePath/I%C3%B1igo%20Barandiaran%20%28cropped%29.jpg;FALSCH;;inibaran;;WAHR
María Inmaculada Oria López;Q115982863;;FALSCH;;inmaoria;;WAHR
Ione Belarra;Q24524789;http://commons.wikimedia.org/wiki/Special:FilePath/Ione%20Belarra.jpg;FALSCH;;ionebelarra;;WAHR
Irene Montero;Q21706297;http://commons.wikimedia.org/wiki/Special:FilePath/Irene%20Montero%202020%20%28portrait%29.jpg;FALSCH;;IreneMontero;;WAHR
Inés Sabanés;Q5919721;http://commons.wikimedia.org/wiki/Special:FilePath/%28In%C3%A9s%20Saban%C3%A9s%29%20Candidatura%20de%20Ahora%20Madrid%20-%20In%C3%A9s%20Saban%C3%A9s%2001%20%28cropped%29.jpg;FALSCH;;isabanes;;WAHR
Isabel Franco;Q27756490;http://commons.wikimedia.org/wiki/Special:FilePath/Isabel%20Franco%202016%20%28cropped%29.jpg;FALSCH;;Isabel_Franco_;;WAHR
Isaura Leal;Q63862217;http://commons.wikimedia.org/wiki/Special:FilePath/Comisionada%20Isaura%20Leal%20Fern%C3%A1ndez.jpg;FALSCH;;isauralealf;;WAHR
Ismael Cortés Gómez;Q66663400;;FALSCH;;Ismael_CortesG;;WAHR
Iván Espinosa de los Monteros de Simón;Q61481949;http://commons.wikimedia.org/wiki/Special:FilePath/20221115%20RdpIEDLM%20%28cropped%29.jpg;FALSCH;;ivanedlm;;WAHR
Javier Sánchez Serna;Q27999129;http://commons.wikimedia.org/wiki/Special:FilePath/Javier%20S%C3%A1nchez%202018%20%28cropped%29.jpeg;FALSCH;;J_Sanchez_Serna;;WAHR
José Zaragoza Alonso;Q19828092;http://commons.wikimedia.org/wiki/Special:FilePath/Jos%C3%A9%20Zaragoza%20Alonso.jpg;FALSCH;;J_Zaragoza_;;WAHR
Juan Antonio Delgado Ramos;Q24567384;http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Antonio%20Delgado%20Ramos.jpg;FALSCH;;JA_DelgadoRamos;;WAHR
Juan Antonio Callejas Cano;Q14069628;;FALSCH;;jacallejascano;;WAHR
Joseba Andoni Agirretxea Urresti;Q27755732;http://commons.wikimedia.org/wiki/Special:FilePath/Joseba%20Agirretxea%20mitin%20Hondarribia%20%28cropped%29.jpg;FALSCH;;;;WAHR
Jaime de Olano;Q12390812;;FALSCH;;jaimedeolano;;WAHR
